	index_x	Protein1	Protein2	Score_x	Description1_x	Description2_x	Protein_1_clusters_x	Protein_2_clusters_x	Any Matching Go-Terms?_x	Train/Val/Test_x	Experimental P. Falciparum_x	P. Falciparum_x	P. Knowlesi_x	P. Berghei_x	P. Vivax_x	P. Yoelii_x	C. parvum_x	B. bovis_x	index_y	Score_y	Description1_y	Description2_y	Protein_1_clusters_y	Protein_2_clusters_y	Any Matching Go-Terms?_y	Train/Val/Test_y	Experimental P. Falciparum_y	P. Falciparum_y	P. Knowlesi_y	P. Berghei_y	P. Vivax_y	P. Yoelii_y	C. parvum_y	B. bovis_y	spearman_erythrocyte	7_stages	intraerythrocyte_cycle	blood_stages	Spearman_all	Pearson_all
62	180	C6KST3	C6KT34	0.9973775625228882	Proteasome subunit alpha type-2, putative	Cell division cycle protein 48 homologue, putative	[1, 6]	[1, 6]	0	1	1	1	1	1	1	1	1	1	180	0.9973775625228882	Proteasome subunit alpha type-2, putative	Cell division cycle protein 48 homologue, putative	[1, 6]	[1, 6]	0	1	1	1	1	1	1	1	1	1	1.0	0.1785714285714286	1.0	0.6785714285714287	0.8482758620689654	0.8751921074558623
63	287	C6KST3	O77396	0.8858442187309266	Proteasome subunit alpha type-2, putative	Proteasome subunit alpha type-3, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	287	0.8858442187309266	Proteasome subunit alpha type-2, putative	Proteasome subunit alpha type-3, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.642857142857143	1.0	0.7857142857142859	0.9645320197044334	0.9667537494328861
64	6	C6KST3	Q6ZMA8	0.844795435667038	Proteasome subunit alpha type-2, putative	Vacuolar proton pump subunit B	[1, 6]	[1, 6]	0	0	0	0	0	0	0	0	0	0	6	0.844795435667038	Proteasome subunit alpha type-2, putative	Vacuolar proton pump subunit B	[1, 6]	[1, 6]	0	0	0	0	0	0	0	0	0	0	0.5476190476190477	0.5714285714285715	0.4523809523809524	0.07142857142857144	0.7029556650246302	0.621597050303597
65	367	C6KST3	Q76NM6	0.5314948618412018	Proteasome subunit alpha type-2, putative	V-type proton ATPase catalytic subunit A	[1, 6]	[1, 6]	0	0	0	0	0	0	0	0	0	0	367	0.5314948618412018	Proteasome subunit alpha type-2, putative	V-type proton ATPase catalytic subunit A	[1, 6]	[1, 6]	0	0	0	0	0	0	0	0	0	0	0.8333333333333335	-0.14285714285714288	0.7857142857142858	0.7142857142857144	0.8379310344827584	0.7511178833282119
66	247	C6KST3	Q7K6A9	0.5085937272757292	Proteasome subunit alpha type-2, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	247	0.5085937272757292	Proteasome subunit alpha type-2, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.9642857142857145	1.0	0.8928571428571429	0.9221674876847287	0.9024049037971154
67	97	C6KST3	Q8I0U7	0.7077856384217739	Proteasome subunit alpha type-2, putative	Proteasome subunit beta type-6, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	97	0.7077856384217739	Proteasome subunit alpha type-2, putative	Proteasome subunit beta type-6, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	0.9523809523809524	1.0	1.0	0.8928571428571429	0.9605911330049259	0.9532601759788866
68	345	C6KST3	Q8I261	0.6876430720090866	Proteasome subunit alpha type-2, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	345	0.6876430720090866	Proteasome subunit alpha type-2, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	1.0	0.6785714285714287	1.0	0.8214285714285715	0.9408866995073889	0.9018867774056349
69	158	C6KST3	Q8I2X4	0.621143388748169	Proteasome subunit alpha type-2, putative	Heat shock protein 70	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	158	0.621143388748169	Proteasome subunit alpha type-2, putative	Heat shock protein 70	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.9047619047619048	0.28571428571428575	0.7857142857142858	0.642857142857143	0.7866995073891624	0.7594399527796661
70	484	C6KST3	Q8IAR3	0.973967719078064	Proteasome subunit alpha type-2, putative	Proteasome subunit alpha type-6, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	484	0.973967719078064	Proteasome subunit alpha type-2, putative	Proteasome subunit alpha type-6, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	1.0	0.7857142857142859	0.9761904761904763	0.9285714285714288	0.9719211822660097	0.9556149041175197
71	513	C6KST3	Q8IBI3	0.98386549949646	Proteasome subunit alpha type-2, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	513	0.98386549949646	Proteasome subunit alpha type-2, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.14285714285714288	1.0	0.8928571428571429	0.9004926108374381	0.8356246644875847
72	449	C6KST3	Q8IC01	0.641743937600404	Proteasome subunit alpha type-2, putative	Heat shock protein 110	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	449	0.641743937600404	Proteasome subunit alpha type-2, putative	Heat shock protein 110	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.4047619047619048	0.4642857142857144	0.07142857142857144	0.0	0.5773399014778323	0.49167801197457917
73	321	C6KST3	Q8IDG2	0.6260966807603836	Proteasome subunit alpha type-2, putative	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	1	1	1	1	1	1	321	0.6260966807603836	Proteasome subunit alpha type-2, putative	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	1	1	1	1	1	1	1.0	0.42857142857142866	0.9761904761904763	0.9642857142857145	0.9694581280788175	0.9804896178119867
74	420	C6KST3	Q8IDG3	0.5932047791779042	Proteasome subunit alpha type-2, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	420	0.5932047791779042	Proteasome subunit alpha type-2, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.6785714285714287	0.9761904761904763	0.8214285714285715	0.9295566502463052	0.8936728352430158
75	108	C6KST3	Q8II43	0.626926600933075	Proteasome subunit alpha type-2, putative	T-complex protein 1 subunit alpha	[1, 6]	[1, 6]	0	0	0	0	0	0	0	0	0	0	108	0.626926600933075	Proteasome subunit alpha type-2, putative	T-complex protein 1 subunit alpha	[1, 6]	[1, 6]	0	0	0	0	0	0	0	0	0	0	0.3571428571428572	0.28571428571428575	0.07142857142857144	0.07142857142857144	0.6078817733990146	0.4821553910173385
76	276	C6KST3	Q8IJN9	0.7989374905824661	Proteasome subunit alpha type-2, putative	Heat shock protein 60	[1, 6]	[1, 6, 16]	0	0	0	0	0	0	0	0	0	0	276	0.7989374905824661	Proteasome subunit alpha type-2, putative	Heat shock protein 60	[1, 6]	[1, 6, 16]	0	0	0	0	0	0	0	0	0	0	0.6904761904761906	-0.07142857142857144	0.5952380952380953	0.8214285714285715	0.6566502463054186	0.5704771658080212
77	460	C6KST3	Q8IJT1	0.6124924354255199	Proteasome subunit alpha type-2, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	460	0.6124924354255199	Proteasome subunit alpha type-2, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	1.0	1.0	0.9285714285714288	0.9512315270935957	0.9667248815395322
78	353	C6KST3	Q8IK90	0.8556625485420227	Proteasome subunit alpha type-2, putative	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	0	353	0.8556625485420227	Proteasome subunit alpha type-2, putative	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	0	0.9761904761904763	0.8214285714285715	1.0	0.9285714285714288	0.9586206896551722	0.9724103972324096
79	41	C6KSV0	C6KT18	0.990760338306427	Histone H3	Histone H2A	[0, 14, 27, 30]	[0, 14, 27, 30]	1	0	1	1	1	1	1	1	1	1	41	0.990760338306427	Histone H3	Histone H2A	[0, 14, 27, 30]	[0, 14, 27, 30]	1	0	1	1	1	1	1	1	1	1	0.9761904761904763	0.8214285714285715	0.9761904761904763	0.8928571428571429	0.9517241379310344	0.9253637184193713
80	40	C6KSV0	K7NTP5	0.6639498591423034	Histone H3	Heat shock 70 kDa protein	[0, 14, 27, 30]	[0, 2, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	40	0.6639498591423034	Histone H3	Heat shock 70 kDa protein	[0, 14, 27, 30]	[0, 2, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	-0.7380952380952381	-0.39285714285714296	-0.8571428571428572	-0.8214285714285715	-0.39211822660098516	-0.43220139261295265
81	134	C6KSV0	Q7KQL5	0.5685515627264977	Histone H3	Tubulin beta chain	[0, 14, 27, 30]	[2, 18]	0	0	0	1	0	1	1	1	1	1	134	0.5685515627264977	Histone H3	Tubulin beta chain	[0, 14, 27, 30]	[2, 18]	0	0	0	1	0	1	1	1	1	1	0.8571428571428572	0.9642857142857145	0.9047619047619048	0.8571428571428573	0.6684729064039406	0.584862591332256
82	548	C6KSV0	Q8I0V2	0.6614312350749969	Histone H3	ATP synthase subunit beta	[0, 14, 27, 30]	[0, 2, 14, 18, 24]	0	1	1	1	1	1	1	1	1	1	548	0.6614312350749969	Histone H3	ATP synthase subunit beta	[0, 14, 27, 30]	[0, 2, 14, 18, 24]	0	1	1	1	1	1	1	1	1	1	0.6904761904761906	0.8571428571428573	0.8333333333333335	0.4642857142857144	0.48522167487684714	0.160087356611947
83	472	C6KSV0	Q8I5H4	0.8301278352737427	Histone H3	Polyadenylate-binding protein	[0, 14, 27, 30]	[0, 14, 18, 24, 27, 30]	0	0	0	0	0	0	0	0	0	0	472	0.8301278352737427	Histone H3	Polyadenylate-binding protein	[0, 14, 27, 30]	[0, 14, 18, 24, 27, 30]	0	0	0	0	0	0	0	0	0	0	-0.7142857142857144	-0.39285714285714296	-0.7857142857142858	-0.5714285714285715	-0.22019704433497533	-0.22930151854378514
84	481	C6KSV0	Q8I608	0.5871988788247109	Histone H3	Nucleosome assembly protein	[0, 14, 27, 30]	[3, 14, 20, 21]	0	1	1	1	1	1	1	1	1	0	481	0.5871988788247109	Histone H3	Nucleosome assembly protein	[0, 14, 27, 30]	[3, 14, 20, 21]	0	1	1	1	1	1	1	1	1	0	-0.19047619047619052	0.07142857142857144	-0.6904761904761906	-0.3571428571428572	-0.044827586206896544	-0.03398190570892963
85	313	C6KSV0	Q8IAX8	0.8626718044281005	Histone H3	DNA/RNA-binding protein ALBA1	[0, 14, 27, 30]	[14, 27, 30]	1	0	0	0	0	0	0	0	0	0	313	0.8626718044281005	Histone H3	DNA/RNA-binding protein ALBA1	[0, 14, 27, 30]	[14, 27, 30]	1	0	0	0	0	0	0	0	0	0	-0.8333333333333335	-0.3214285714285715	-0.7380952380952381	-0.7142857142857144	-0.1251231527093596	-0.18057965997298112
86	400	C6KSV0	Q8IB24	0.6675848145037889	Histone H3	Heat shock 70 kDa protein	[0, 14, 27, 30]	[0, 10, 14, 24]	0	0	0	0	0	0	0	0	0	0	400	0.6675848145037889	Histone H3	Heat shock 70 kDa protein	[0, 14, 27, 30]	[0, 10, 14, 24]	0	0	0	0	0	0	0	0	0	0	-0.4761904761904762	-0.3214285714285715	-0.4523809523809524	-0.7857142857142859	-0.11231527093596057	-0.22918890249910223
87	122	C6KSV0	Q8IBV7	0.6422656491398812	Histone H3	Histone H2B	[0, 14, 27, 30]	[0, 14, 27, 30]	1	1	1	1	1	1	1	1	1	1	122	0.6422656491398812	Histone H3	Histone H2B	[0, 14, 27, 30]	[0, 14, 27, 30]	1	1	1	1	1	1	1	1	1	1	0.7380952380952381	0.5714285714285715	0.7142857142857144	0.9642857142857145	0.4669950738916255	0.5455601963520151
88	505	C6KSV0	Q8IC05	0.9840363025665284	Histone H3	Heat shock protein 90	[0, 14, 27, 30]	[10]	0	0	0	0	0	0	0	0	0	0	505	0.9840363025665284	Histone H3	Heat shock protein 90	[0, 14, 27, 30]	[10]	0	0	0	0	0	0	0	0	0	0	-0.3571428571428572	-0.25	-0.3333333333333334	-0.4642857142857144	-0.12118226600985219	-0.24314350642296845
89	295	C6KSV0	Q8IET7	0.7373006075620652	Histone H3	40S ribosomal protein S7	[0, 14, 27, 30]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	295	0.7373006075620652	Histone H3	40S ribosomal protein S7	[0, 14, 27, 30]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	-0.7380952380952381	-0.10714285714285716	-0.7380952380952381	-0.6071428571428572	-0.1733990147783251	-0.3015570082556997
90	183	C6KSV0	Q8IFP3	0.5781578984344378	Histone H3	Tubulin alpha chain	[0, 14, 27, 30]	[2, 18]	0	0	0	0	0	0	0	0	0	0	183	0.5781578984344378	Histone H3	Tubulin alpha chain	[0, 14, 27, 30]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.5714285714285715	0.5	-0.7142857142857144	-0.6071428571428572	0.38325123152709356	0.14786924259532985
91	98	C6KSV0	Q8IIV1	0.6828259050846099	Histone H3	Histone H2B	[0, 14, 27, 30]	[0, 14, 27, 30]	1	0	1	1	1	1	1	0	1	1	98	0.6828259050846099	Histone H3	Histone H2B	[0, 14, 27, 30]	[0, 14, 27, 30]	1	0	1	1	1	1	1	0	1	1	0.9047619047619048	0.642857142857143	0.9047619047619048	0.642857142857143	0.8586206896551722	0.7617633962449841
92	553	C6KSV0	Q8IIV2	0.719885277748108	Histone H3	Histone H4	[0, 14, 27, 30]	[0, 14, 27, 30]	1	1	1	1	1	1	1	0	1	1	553	0.719885277748108	Histone H3	Histone H4	[0, 14, 27, 30]	[0, 14, 27, 30]	1	1	1	1	1	1	1	0	1	1	0.6904761904761906	0.6785714285714287	0.523809523809524	0.9642857142857145	0.7768472906403939	0.777695404567672
93	88	C6KSV0	Q8IJ34	0.5833195298910141	Histone H3	ADP/ATP translocase	[0, 14, 27, 30]	[13]	0	0	0	0	0	0	0	0	0	0	88	0.5833195298910141	Histone H3	ADP/ATP translocase	[0, 14, 27, 30]	[13]	0	0	0	0	0	0	0	0	0	0	-0.6190476190476191	-0.7142857142857144	-0.7142857142857144	-0.5357142857142858	-0.14975369458128074	-0.2633739518554864
94	516	C6KSV0	Q8IJX3	0.8390521883964539	Histone H3	Single-strand telomeric DNA-binding protein GBP2, putative	[0, 14, 27, 30]	[14, 27, 30]	1	0	0	0	0	0	0	0	0	0	516	0.8390521883964539	Histone H3	Single-strand telomeric DNA-binding protein GBP2, putative	[0, 14, 27, 30]	[14, 27, 30]	1	0	0	0	0	0	0	0	0	0	-0.880952380952381	-0.28571428571428575	-0.8095238095238096	-0.6071428571428572	-0.3472906403940886	-0.34190652438809666
95	116	C6KSV0	Q8ILG8	0.5521578341722488	Histone H3	Endoplasmic reticulum transmembrane protein	[0, 14, 27, 30]	[27]	0	0	0	0	0	0	0	0	0	0	116	0.5521578341722488	Histone H3	Endoplasmic reticulum transmembrane protein	[0, 14, 27, 30]	[27]	0	0	0	0	0	0	0	0	0	0	0.6904761904761906	0.39285714285714296	0.8095238095238096	0.8571428571428573	0.621182266009852	0.3508015547189501
96	462	C6KSV0	Q8IM01	0.6283768195658922	Histone H3	COPI associated protein	[0, 14, 27, 30]	[30]	0	0	0	0	0	0	0	0	0	0	462	0.6283768195658922	Histone H3	COPI associated protein	[0, 14, 27, 30]	[30]	0	0	0	0	0	0	0	0	0	0	0.9047619047619048	0.5	0.7142857142857144	1.0	0.5566502463054185	0.17398195311966688
97	315	C6KSX4	Q8IFP3	0.997419536113739	Dolichol phosphate-mannose biosynthesis regulatory protein	Tubulin alpha chain	[2]	[2, 18]	0	0	0	0	0	0	0	0	0	0	315	0.997419536113739	Dolichol phosphate-mannose biosynthesis regulatory protein	Tubulin alpha chain	[2]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.261904761904762	0.8214285714285715	-0.6428571428571429	0.7857142857142859	0.044827586206896544	-0.21899556597120584
98	147	C6KT18	K7NTP5	0.5591669142246246	Histone H2A	Heat shock 70 kDa protein	[0, 14, 27, 30]	[0, 2, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	147	0.5591669142246246	Histone H2A	Heat shock 70 kDa protein	[0, 14, 27, 30]	[0, 2, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	-0.6904761904761906	-0.39285714285714296	-0.880952380952381	-0.7142857142857144	-0.3128078817733989	-0.43938203240968704
99	243	C6KT18	Q7KQL5	0.6111686676740646	Histone H2A	Tubulin beta chain	[0, 14, 27, 30]	[2, 18]	0	0	0	0	0	0	0	0	0	1	243	0.6111686676740646	Histone H2A	Tubulin beta chain	[0, 14, 27, 30]	[2, 18]	0	0	0	0	0	0	0	0	0	1	0.7857142857142858	0.7857142857142859	0.8333333333333335	0.8571428571428573	0.6064039408866995	0.5558687423190187
100	70	C6KT18	Q8I0V2	0.9060609817504884	Histone H2A	ATP synthase subunit beta	[0, 14, 27, 30]	[0, 2, 14, 18, 24]	0	0	1	1	1	1	1	1	1	1	70	0.9060609817504884	Histone H2A	ATP synthase subunit beta	[0, 14, 27, 30]	[0, 2, 14, 18, 24]	0	0	1	1	1	1	1	1	1	1	0.5952380952380953	0.8571428571428573	0.7380952380952381	0.642857142857143	0.40935960591132997	0.10319712432128325
101	10	C6KT18	Q8I5H4	0.6534894801676273	Histone H2A	Polyadenylate-binding protein	[0, 14, 27, 30]	[0, 14, 18, 24, 27, 30]	0	0	0	0	0	0	0	0	0	0	10	0.6534894801676273	Histone H2A	Polyadenylate-binding protein	[0, 14, 27, 30]	[0, 14, 18, 24, 27, 30]	0	0	0	0	0	0	0	0	0	0	-0.6904761904761906	-0.39285714285714296	-0.7380952380952381	-0.39285714285714296	-0.12906403940886696	-0.29988707877237164
102	19	C6KT18	Q8I608	0.7877830614335835	Histone H2A	Nucleosome assembly protein	[0, 14, 27, 30]	[3, 14, 20, 21]	0	0	1	1	1	1	1	1	1	1	19	0.7877830614335835	Histone H2A	Nucleosome assembly protein	[0, 14, 27, 30]	[3, 14, 20, 21]	0	0	1	1	1	1	1	1	1	1	-0.14285714285714288	0.3214285714285715	-0.6190476190476191	-0.10714285714285716	0.05320197044334973	-0.04772378750063823
103	478	C6KT18	Q8IB24	0.6553582489490509	Histone H2A	Heat shock 70 kDa protein	[0, 14, 27, 30]	[0, 10, 14, 24]	0	0	0	0	0	0	0	0	0	0	478	0.6553582489490509	Histone H2A	Heat shock 70 kDa protein	[0, 14, 27, 30]	[0, 10, 14, 24]	0	0	0	0	0	0	0	0	0	0	-0.523809523809524	-0.42857142857142866	-0.5952380952380953	-0.5357142857142858	-0.03694581280788176	-0.2778693199255395
104	226	C6KT18	Q8IBV7	0.9926780223846436	Histone H2A	Histone H2B	[0, 14, 27, 30]	[0, 14, 27, 30]	1	0	1	1	1	1	1	1	1	1	226	0.9926780223846436	Histone H2A	Histone H2B	[0, 14, 27, 30]	[0, 14, 27, 30]	1	0	1	1	1	1	1	1	1	1	0.7619047619047621	0.5357142857142858	0.8095238095238096	0.8571428571428573	0.46305418719211816	0.49112562971630125
105	372	C6KT18	Q8IET7	0.6431944459676743	Histone H2A	40S ribosomal protein S7	[0, 14, 27, 30]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	372	0.6431944459676743	Histone H2A	40S ribosomal protein S7	[0, 14, 27, 30]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	-0.7857142857142858	0.3214285714285715	-0.8333333333333335	-0.3571428571428572	-0.03940886699507388	-0.2713534495947656
106	202	C6KT18	Q8IIV1	0.6779407680034637	Histone H2A	Histone H2B	[0, 14, 27, 30]	[0, 14, 27, 30]	1	0	1	1	1	1	1	0	1	1	202	0.6779407680034637	Histone H2A	Histone H2B	[0, 14, 27, 30]	[0, 14, 27, 30]	1	0	1	1	1	1	1	0	1	1	0.9285714285714287	0.8571428571428573	0.9285714285714287	0.7500000000000002	0.9197044334975367	0.9306071102896585
107	74	C6KT18	Q8IIV2	0.7117183183319866	Histone H2A	Histone H4	[0, 14, 27, 30]	[0, 14, 27, 30]	1	0	1	1	1	1	1	0	1	1	74	0.7117183183319866	Histone H2A	Histone H4	[0, 14, 27, 30]	[0, 14, 27, 30]	1	0	1	1	1	1	1	0	1	1	0.7380952380952381	0.9642857142857145	0.6428571428571429	0.8571428571428573	0.8527093596059112	0.923968477370324
108	390	C6KT34	O77396	0.6842965185642242	Cell division cycle protein 48 homologue, putative	Proteasome subunit alpha type-3, putative	[1, 6]	[1, 6]	0	0	0	1	1	1	1	1	1	1	390	0.6842965185642242	Cell division cycle protein 48 homologue, putative	Proteasome subunit alpha type-3, putative	[1, 6]	[1, 6]	0	0	0	1	1	1	1	1	1	1	0.9761904761904763	-0.5357142857142858	1.0	0.7500000000000002	0.834975369458128	0.8956654834776279
109	336	C6KT34	Q7K6A9	0.7588646173477173	Cell division cycle protein 48 homologue, putative	Proteasome subunit beta	[1, 6]	[1, 6]	0	0	0	0	1	1	1	1	1	1	336	0.7588646173477173	Cell division cycle protein 48 homologue, putative	Proteasome subunit beta	[1, 6]	[1, 6]	0	0	0	0	1	1	1	1	1	1	0.9761904761904763	0.07142857142857144	1.0	0.7142857142857144	0.8783251231527092	0.9324621379963676
110	190	C6KT34	Q8I0U7	0.9878728032112122	Cell division cycle protein 48 homologue, putative	Proteasome subunit beta type-6, putative	[1, 6]	[1, 6]	0	0	0	0	1	1	1	1	0	1	190	0.9878728032112122	Cell division cycle protein 48 homologue, putative	Proteasome subunit beta type-6, putative	[1, 6]	[1, 6]	0	0	0	0	1	1	1	1	0	1	0.9523809523809524	0.1785714285714286	1.0	0.8571428571428573	0.8157635467980293	0.8752455147381527
111	39	C6KT34	Q8IBI3	0.7477305829524994	Cell division cycle protein 48 homologue, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	0	0	0	0	1	1	1	1	1	1	39	0.7477305829524994	Cell division cycle protein 48 homologue, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	0	0	0	0	1	1	1	1	1	1	0.9761904761904763	0.6785714285714287	1.0	0.8571428571428573	0.785221674876847	0.778049445372319
112	435	C6KT34	Q8IDG2	0.9868422985076905	Cell division cycle protein 48 homologue, putative	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	0	0	0	0	1	1	1	1	1	1	435	0.9868422985076905	Cell division cycle protein 48 homologue, putative	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	0	0	0	0	1	1	1	1	1	1	1.0	-0.28571428571428575	0.9761904761904763	0.7500000000000002	0.8142857142857142	0.8517451125396635
113	520	C6KT34	Q8IDG3	0.5098424319177866	Cell division cycle protein 48 homologue, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	0	0	0	1	1	1	1	1	1	1	520	0.5098424319177866	Cell division cycle protein 48 homologue, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	0	0	0	1	1	1	1	1	1	1	0.9761904761904763	0.39285714285714296	0.9761904761904763	0.8928571428571429	0.7221674876847289	0.6704992666893022
114	198	C6KT34	Q8II43	0.5836414992809296	Cell division cycle protein 48 homologue, putative	T-complex protein 1 subunit alpha	[1, 6]	[1, 6]	1	0	0	0	0	0	0	0	0	0	198	0.5836414992809296	Cell division cycle protein 48 homologue, putative	T-complex protein 1 subunit alpha	[1, 6]	[1, 6]	1	0	0	0	0	0	0	0	0	0	0.3571428571428572	0.3214285714285715	0.07142857142857144	-0.21428571428571433	0.6729064039408865	0.4786903238878654
115	545	C6KT34	Q8IJT1	0.9182290196418762	Cell division cycle protein 48 homologue, putative	Proteasome subunit beta	[1, 6]	[1, 6]	0	0	0	0	1	1	1	1	1	1	545	0.9182290196418762	Cell division cycle protein 48 homologue, putative	Proteasome subunit beta	[1, 6]	[1, 6]	0	0	0	0	1	1	1	1	1	1	0.9761904761904763	0.1785714285714286	1.0	0.8214285714285715	0.8128078817733988	0.8908602570118025
116	458	C6KT34	Q8IK90	0.9006780028343201	Cell division cycle protein 48 homologue, putative	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	0	0	0	0	1	1	1	1	1	0	458	0.9006780028343201	Cell division cycle protein 48 homologue, putative	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	0	0	0	0	1	1	1	1	1	0	0.9761904761904763	0.42857142857142866	1.0	0.7857142857142859	0.8285714285714284	0.8641277394426639
117	244	C6KT50	Q7KQL9	0.9321502685546876	Pyridoxal 5'-phosphate synthase subunit Pdx1	Fructose-bisphosphate aldolase	[8]	[8]	0	0	0	0	0	0	0	0	0	0	244	0.9321502685546876	Pyridoxal 5'-phosphate synthase subunit Pdx1	Fructose-bisphosphate aldolase	[8]	[8]	0	0	0	0	0	0	0	0	0	0	-0.1666666666666667	0.42857142857142866	-0.1666666666666667	0.0	0.47832512315270925	0.4187556568769243
118	285	C6KT50	Q8IJN7	0.5302730811759829	Pyridoxal 5'-phosphate synthase subunit Pdx1	Enolase	[8]	[8]	0	0	0	0	0	0	0	0	0	0	285	0.5302730811759829	Pyridoxal 5'-phosphate synthase subunit Pdx1	Enolase	[8]	[8]	0	0	0	0	0	0	0	0	0	0	0.7380952380952381	0.5357142857142858	0.9047619047619048	0.9642857142857145	0.8019704433497535	0.7424774786597823
119	102	C6KTA4	K7NTP5	0.8740836143493652	Pyruvate kinase	Heat shock 70 kDa protein	[2, 18]	[0, 2, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	102	0.8740836143493652	Pyruvate kinase	Heat shock 70 kDa protein	[2, 18]	[0, 2, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	-0.07142857142857144	0.8928571428571429	0.07142857142857144	0.14285714285714288	0.6482758620689654	0.4484473149982097
120	130	C6KTA4	O97247	0.7366818696260452	Pyruvate kinase	CCT-beta	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	130	0.7366818696260452	Pyruvate kinase	CCT-beta	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.9047619047619048	0.7142857142857144	0.9523809523809524	0.642857142857143	0.827093596059113	0.8026377442183239
121	193	C6KTA4	Q7KQL5	0.6666960403323173	Pyruvate kinase	Tubulin beta chain	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	193	0.6666960403323173	Pyruvate kinase	Tubulin beta chain	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.30952380952380953	-0.14285714285714288	0.11904761904761905	-0.03571428571428572	0.17783251231527092	0.35993206580567194
122	220	C6KTA4	Q8I0P6	0.9998002529144288	Pyruvate kinase	Elongation factor 1-alpha	[2, 18]	[0, 2, 18]	0	0	0	1	1	0	1	1	1	0	220	0.9998002529144288	Pyruvate kinase	Elongation factor 1-alpha	[2, 18]	[0, 2, 18]	0	0	0	1	1	0	1	1	1	0	0.7619047619047621	0.7500000000000002	0.6904761904761906	0.8571428571428573	0.8591133004926107	0.683913837998563
